FeatureID,mzmed,rtmed,Polarity,L1_mean,L2_mean,L3_mean,L4_mean,L5_mean,L6_mean,L7_mean,L8_mean,L9_mean,NL1_mean,NL10_mean,NL11_mean,NL2_mean,NL3_mean,NL4_mean,NL5_mean,NL6_mean,NL7_mean,NL8_mean,NL9_mean
1764,937.999383,5.75,Negative,4464,5133,5054,0,4805,5451,4994,5318,0,4958,5203,4718,4169,4637,3896,5082,4969,4298,5411,4637
1765,938.98095,5.75,Negative,6711,6637,8122,7356,6715,0,6576,7243,7672,0,0,7913,0,7896,7040,0,0,6222,0,0
1767,940.219323,7.55,Negative,119845,128898,160668,122784,114965,169113,134727,146845,140576,59098,137093,126164,166961,138950,118325,148091,136580,76339,149345,119482
1768,941.042032,5.75,Negative,5662,5721,6032,0,6293,6370,6172,0,6453,5967,0,6866,6775,5758,5717,0,0,0,6732,0
1769,941.22106,7.56,Negative,0,0,0,0,0,0,10567,0,0,51944,0,31084,0,0,0,0,0,58621,0,0
1771,942.218038,7.56,Negative,52884,54444,67263,54334,50369,72621,57101,62666,60624,44807,59681,53531,72602,65690,54307,26146,61479,52162,66420,50392
1776,944.014833,5.75,Negative,11414,10488,9658,11078,12214,9882,10634,9609,9842,11714,12119,12140,8865,10596,12031,12084,13122,12587,11358,10229
1778,944.200196,7.68,Negative,18483,0,17345,0,13748,19444,11856,19012,15214,7601,12948,16489,11398,28858,10828,8867,14735,0,0,0
1779,944.514158,5.75,Negative,5069,5134,4208,5125,5283,4183,4354,4201,4540,5133,5416,5340,3744,4553,5179,5022,5624,5462,5196,4764
1780,945.001592,5.75,Negative,9776,9236,8261,0,9507,0,8209,0,8833,8494,0,8934,7758,8741,8974,9521,8852,0,0,8393
1782,948.21088,3.43,Negative,50899,45994,81842,40854,57898,95385,51520,50999,53706,42479,0,60132,85403,59268,0,42066,0,0,0,41240
1783,949.026073,5.75,Negative,8508,10196,10309,8800,10132,10320,10474,0,10254,10156,10723,9392,9430,9711,9790,11921,11162,8547,11655,8297
1784,949.212592,3.42,Negative,20510,0,0,0,18045,0,0,0,0,0,29833,0,0,0,0,0,0,0,0,0
1785,949.52627,5.74,Negative,4714,0,5434,4726,5426,0,0,0,5142,5164,5920,5093,5196,5290,5217,5920,5456,4563,6371,0
1786,950.026772,5.75,Negative,3161,0,3993,3596,0,0,3512,4237,3312,3740,4382,0,0,0,3478,4376,3928,3321,4507,3184
